Employee ID,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID.1,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
2822,30-Aug-19,,Production Technician I,Jerome Adams,barrett.sosa@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Aerial,15-03-1959,MA,Lineman,Female,87892,White,Divorced,Fully Meets,4,2822,24-05-2023,2,3,3,18-Sep-22,Communication Skills,Internal,Failed,East Michael,Jessica Berry,4,912.5
2823,22-May-23,,Production Technician I,Ariel Graham,eliezer.briggs@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Unk,,Production       ,General - Con,07-12-1985,MA,Operator,Female,59827,White,Divorced,Fully Meets,2,2823,23-01-2023,5,2,1,04-Sep-22,Communication Skills,External,Incomplete,West Jesse,Amanda White,2,196.27
2824,02-Mar-21,,Production Technician II,Melinda Shaw,talan.garrett@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,25-12-1962,MA,Laborer,Male,3624,Hispanic,Widowed,Fully Meets,5,2824,09-09-2022,1,4,1,07-Sep-22,Project Management,Internal,Incomplete,Hoffmanbury,Molly Miranda,1,224.09
2825,13-Feb-23,,Production Technician II,Elizabeth Brown,van.griffin@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Eng,29-12-1982,MA,Project Manager,Male,80760,Hispanic,Widowed,Fully Meets,4,2825,22-02-2023,5,4,4,02-Nov-22,Technical Skills,External,Completed,Whiteberg,Alexandra Smith,2,363.8
2826,11-Aug-22,01-Dec-22,Production Technician II,Jennifer Farmer,roger.kaufman@bilearner.com,TNS,Leave of Absence,Contract,Zone B,Full-Time,Involuntary,Prepare simply play edge.,Production       ,General - Con,13-04-1954,MA,Technician,Female,96266,Hispanic,Married,Fully Meets,5,2826,29-06-2023,4,3,4,13-Jul-23,Customer Service,Internal,Failed,Craigton,David Wright,2,656.05
2827,19-Feb-20,10-Dec-22,Production Technician II,Bruce Barber,ignacio.mcintyre@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Involuntary,Decision fill total.,Production       ,Field Operations,09-08-1980,MA,Driver,Female,23357,Other,Married,Fully Meets,4,2827,30-08-2022,4,4,5,07-Sep-22,Leadership Development,Internal,Incomplete,East Brandonfort,Andrea Daugherty,1,629.85
2828,15-Oct-21,26-Mar-23,Production Technician II,Dennis Foster,jaydon.lambert@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Camera parent choose add edge product keep.,Production       ,Field Operations,11-05-1944,MA,Technician,Female,95784,Black,Single,Fully Meets,2,2828,26-02-2023,5,5,3,30-Jan-23,Communication Skills,Internal,Completed,Deborahville,Dennis Romero,3,915.92
2829,16-Nov-22,,Production Technician I,Ryan Kelly,serenity.carlson@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Engineers,14-04-1947,MA,Director,Male,11197,Other,Single,Fully Meets,2,2829,07-02-2023,2,5,3,26-Oct-22,Customer Service,External,Passed,North Michaelchester,Francis Rosales,3,487.27
2830,30-Jun-22,03-Feb-23,Production Technician I,Nathan Johnson,leslie.maynard@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Resignation,Big author those five today.,Production       ,General - Eng,26-05-1994,MA,Administrative,Male,62490,White,Married,Fully Meets,1,2830,09-12-2022,1,2,2,06-Dec-22,Project Management,External,Completed,Whitebury,Shawn Dillon,1,266.42
2831,28-Jul-21,,Production Technician I,Philip Morris,craig.sherman@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,29-04-1952,MA,Lineman,Male,20276,White,Widowed,Fully Meets,2,2831,13-07-2023,5,1,4,09-Feb-23,Communication Skills,External,Incomplete,Christineport,Cynthia Allen,1,277.22
2832,21-Nov-21,,Production Technician I,Felicia Gomez,lilyana.huffman@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,03-01-1975,MA,Laborer,Male,31155,White,Married,Fully Meets,5,2832,14-11-2022,4,5,5,23-Dec-22,Customer Service,Internal,Incomplete,Hebertville,Andrew Harvey,1,545.87
2833,12-Oct-20,,Production Technician I,Sandy Wilson,jacey.reeves@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,25-03-1989,MA,Laborer,Male,11072,Asian,Married,Fully Meets,2,2833,02-09-2022,2,5,2,24-Aug-22,Leadership Development,External,Incomplete,Heidiburgh,Melanie Harris,3,182.84
2834,02-Oct-18,17-Sep-20,Production Technician I,Bonnie Bell,madyson.silva@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Involuntary,Be minute last meet former. Rich her account top.,Production       ,General - Con,16-11-1943,MA,Technician,Female,95191,Asian,Divorced,Fully Meets,5,2834,30-04-2023,5,3,3,10-Jun-23,Technical Skills,External,Completed,Port Stacymouth,Casey West,4,149.67
2835,17-Jul-21,27-Feb-23,Production Technician I,Jonathan Stephens,liberty.poole@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Resignation,Need either go.,Production       ,Engineers,11-04-1995,MA,Project Manager,Female,81501,White,Divorced,Fully Meets,5,2835,30-03-2023,4,5,3,22-Nov-22,Customer Service,Internal,Completed,Moorefurt,Amber Berry,4,939.72
2836,13-Apr-22,,Production Technician I,Michael Horton,antonio.romero@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Catv,07-10-1988,MA,Lineman,Female,8731,Black,Divorced,Fully Meets,2,2836,13-08-2022,5,4,1,18-May-23,Customer Service,External,Completed,Port Mike,Brian Williams,5,410.04
2837,20-Mar-21,18-Feb-23,Production Technician I,Eric Young,jaylen.butler@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Involuntary,Administration field require.,Production       ,Splicing,10-07-1944,MA,Intern,Male,32946,Asian,Single,Fully Meets,4,2837,08-08-2022,4,1,4,08-Jun-23,Communication Skills,External,Incomplete,Sandersfort,Tonya Stein,1,945.59
2838,09-Sep-21,05-Nov-21,Production Technician I,Michele Young,gloria.marks@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,Bag physical goal will way against either.,Production       ,General - Sga,13-05-1945,MA,Director,Male,93005,Black,Single,Fully Meets,5,2838,03-07-2023,4,4,2,18-May-23,Communication Skills,Internal,Completed,Port Andreaton,Robert Flores,4,539.06
2839,06-Dec-19,28-Mar-22,Production Technician I,Karen Espinoza,jaylee.cunningham@bilearner.com,WBL,Active,Part-Time,Zone C,Part-Time,Voluntary,Information step name three choose.,Production       ,General - Con,06-09-1969,MA,Foreman,Male,72072,Black,Married,Fully Meets,1,2839,23-10-2022,1,4,5,07-Aug-22,Customer Service,External,Incomplete,South Melissamouth,Laura Palmer,2,837.22
2840,26-Apr-23,19-May-23,Production Technician I,Yvonne Reilly,jordon.wyatt@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Voluntary,From continue left eye.,Production       ,Fielders,29-04-2000,MA,Engineer,Male,74671,Hispanic,Divorced,Fully Meets,2,2840,07-05-2023,3,2,3,04-Oct-22,Customer Service,Internal,Incomplete,Rodneyton,Brandon Fuller,3,360.08
2841,06-Apr-19,,Production Technician I,David Ball,darien.doyle@bilearner.com,PL,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,14-10-1961,MA,Foreman,Male,6774,Hispanic,Married,Fully Meets,5,2841,10-10-2022,2,2,2,22-Apr-23,Customer Service,Internal,Completed,Port Tinastad,Lauren Parker,2,405.48
2842,19-Oct-20,28-Feb-23,Production Technician I,Dr. Terry Young,ryan.rollins@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Voluntary,Region easy at much couple week on.,Production       ,General - Con,16-07-1965,MA,Laborer,Female,90492,Black,Widowed,Fully Meets,1,2842,10-11-2022,2,1,5,22-Dec-22,Project Management,Internal,Failed,Huffton,Becky Curtis,4,577.78
2843,22-Nov-21,,Production Technician II,Raymond Johnson,manuel.haley@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Con,02-12-1942,MA,Technician,Male,31013,Black,Married,Fully Meets,1,2843,03-10-2022,5,1,4,01-Oct-22,Leadership Development,External,Completed,Thomasmouth,Amanda Woodard,2,102.16
2844,30-Dec-20,25-Jul-23,Production Technician II,Anthony Saunders,litzy.lloyd@bilearner.com,TNS,Leave of Absence,Contract,Zone A,Part-Time,Retirement,Process firm life from final medical.,Production       ,Engineers,07-09-1942,MA,Technician,Male,31828,Asian,Widowed,Fully Meets,5,2844,14-07-2023,2,5,2,28-Aug-22,Leadership Development,Internal,Passed,Port Lauren,Bobby Knight,5,336.98
2845,03-Sep-20,,Production Technician II,Nancy Newman,jett.york@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,18-06-1979,MA,Foreman,Female,60312,White,Single,Fully Meets,4,2845,14-11-2022,3,4,2,06-Feb-23,Customer Service,External,Completed,South Lori,Pamela Myers,2,764.22
2846,14-Oct-19,19-Aug-22,Production Technician II,Robin Jones,natalia.bush@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Million the fire begin truth language.,Production       ,Wireless,02-09-1955,MA,Technician,Female,31642,White,Divorced,Fully Meets,5,2846,05-04-2023,1,1,4,02-Sep-22,Communication Skills,Internal,Incomplete,Lake Courtney,Joseph Nelson,2,326.54
2847,19-Feb-21,18-Sep-21,Production Technician II,Jessica Saunders,mallory.carey@bilearner.com,CCDR,Future Start,Part-Time,Zone C,Full-Time,Involuntary,Oil at Mr hotel. Same recently leg officer.,Production       ,Underground,26-06-1966,MA,Laborer,Female,81717,Black,Married,Fully Meets,2,2847,01-12-2022,1,2,2,16-Jul-23,Customer Service,Internal,Completed,Port Douglas,Beth Ryan,3,762.23
2848,13-Mar-22,02-Sep-22,Production Technician I,Willie Compton,pierre.tate@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone A,Temporary,Involuntary,Perhaps system its answer small.,Production       ,Project Management - Con,28-01-1946,MA,Project Manager,Male,59518,White,Single,Exceeds,1,2848,11-08-2022,2,1,1,21-Jul-23,Customer Service,Internal,Failed,Adammouth,Michelle Sullivan,2,510.12
2849,02-Oct-18,,Production Technician I,Andrew Thomas,shannon.hurst@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,27-07-1949,MA,Technician,Male,4583,Hispanic,Single,Fully Meets,5,2849,09-02-2023,5,1,1,06-May-23,Technical Skills,Internal,Failed,Kristybury,Donna Gonzalez,3,706.23
2850,06-Oct-22,16-Oct-22,Production Technician I,Victoria Williams,carleigh.schultz@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Retirement,Stand until high true effort kid.,Production       ,General - Con,29-07-1972,MA,Technician,Male,6816,Hispanic,Divorced,Exceeds,1,2850,31-03-2023,4,1,4,26-Apr-23,Technical Skills,External,Passed,Jaredtown,Thomas Villarreal,2,634.36
2851,21-Sep-20,,Production Technician I,Stephanie Gonzalez,rihanna.briggs@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,05-03-1967,MA,Construction Manager,Male,26839,Black,Divorced,Fully Meets,4,2851,16-10-2022,4,3,3,16-Jul-23,Communication Skills,Internal,Failed,West Cherylland,Rebecca Bullock,2,718.77
2852,06-Dec-21,,Production Technician I,Brianna Butler,eden.levy@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,20-11-1946,MA,Laborer,Male,87984,Other,Widowed,Fully Meets,1,2852,02-02-2023,2,1,2,23-Jun-23,Communication Skills,Internal,Incomplete,Brownbury,Austin Moss,3,820.39
2853,16-Nov-22,21-Mar-23,Production Technician I,Donald Hamilton,nathanial.davis@bilearner.com,PL,Terminated for Cause,Contract,Zone B,Part-Time,Voluntary,Population let responsibility.,Production       ,General - Con,06-04-1994,MA,Operator,Male,70147,Other,Widowed,Needs Improvement,5,2853,31-07-2023,5,1,1,01-Jan-23,Leadership Development,Internal,Passed,West Dennisborough,Tyrone Fernandez,1,835.07
2854,02-Aug-22,27-Jul-23,Production Technician I,Amber Adams,eileen.beard@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Resignation,Serious ball together lot body tonight artist.,Production       ,Executive,18-12-1945,MA,Executive,Female,76409,Hispanic,Married,Needs Improvement,2,2854,05-03-2023,1,3,4,18-Apr-23,Project Management,External,Incomplete,West Wesley,Kevin Moore,4,670.82
2855,19-Jan-22,,Production Technician I,Michael Armstrong,kale.potter@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,18-02-1979,MA,Clerk,Female,75727,Black,Single,Needs Improvement,4,2855,27-03-2023,3,5,5,05-Sep-22,Technical Skills,External,Passed,East Laurenstad,Kathleen Valenzuela,1,596.23
2856,09-Apr-22,,Production Technician I,Thomas Lewis,sage.boyer@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Sales & Marketing,16-08-1952,MA,Director,Female,14553,White,Married,Needs Improvement,5,2856,23-01-2023,4,5,2,03-Jan-23,Customer Service,Internal,Completed,Port Joshuaport,Rebecca Frazier,2,842.67
2857,19-Jul-19,08-Aug-22,Production Technician I,Christina Young,dane.owens@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,Involuntary,Create research source close.,Production       ,General - Con,01-11-1974,MA,Laborer,Male,93847,White,Single,Fully Meets,2,2857,24-12-2022,5,2,5,25-Dec-22,Customer Service,Internal,Completed,North Edwardtown,Alyssa Morrow,3,229.18
2858,02-Sep-21,14-Nov-22,Production Technician I,Kayla Chavez,colin.simpson@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Retirement,According foot decade argue poor hair.,Production       ,Engineers,14-01-1974,MA,Engineer,Male,22983,Other,Married,Fully Meets,5,2858,12-07-2023,1,2,5,10-Nov-22,Project Management,Internal,Failed,South Desireebury,Jerry Berry,3,851.72
2859,01-Feb-19,,Production Technician I,Tracey Turner,rachel.buckley@bilearner.com,CCDR,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,07-03-1945,MA,Engineer,Male,36227,Other,Divorced,Needs Improvement,2,2859,19-08-2022,1,3,3,23-Sep-22,Technical Skills,Internal,Completed,New Thomas,Brett Hernandez,1,798.08
2860,13-Apr-23,26-May-23,Production Technician I,Michelle Murphy,maria.cameron@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Voluntary,Look dark travel herself election college what.,Production       ,General - Con,31-10-1961,MA,Laborer,Male,54190,Black,Married,Fully Meets,2,2860,31-01-2023,2,1,4,13-Sep-22,Leadership Development,External,Passed,North William,Mark Flores,3,587.16
2861,06-Oct-18,,Production Technician I,Sharon Jones,judith.savage@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,13-07-1986,MA,Technician,Male,31403,White,Widowed,Fully Meets,2,2861,21-07-2023,2,4,5,07-Nov-22,Project Management,External,Completed,Lake Johnbury,Stephen Estrada,2,828.48
2862,24-Mar-20,24-Mar-22,Production Technician II,Tony Spears,randall.west@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Voluntary,Explain threat effort exist send sort dog.,Production       ,Engineers,14-07-1943,MA,Engineer,Male,13985,Other,Single,Fully Meets,4,2862,10-03-2023,1,2,3,11-Apr-23,Communication Skills,Internal,Incomplete,Edwardview,Theresa Burke,3,192.39
2863,08-Oct-21,,Production Technician II,April Sutton,caitlin.palmer@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Yard (Material Handling),09-12-1943,MA,Coordinator,Male,14407,Other,Widowed,Needs Improvement,4,2863,13-03-2023,2,2,1,08-Dec-22,Customer Service,Internal,Completed,North Robert,Gabrielle Pierce,4,422.27
2864,16-May-22,,Production Technician II,Jeffrey Robinson,luke.heath@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,26-12-1995,MA,Technician,Male,37065,Asian,Single,Fully Meets,2,2864,16-11-2022,1,3,4,16-Jun-23,Leadership Development,External,Failed,New Jillfort,Lori Miles,4,242.25
2865,10-May-22,17-Oct-22,Production Technician II,Jeremy Frey,esperanza.horne@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Voluntary,This fly moment arm realize weight partner.,Production       ,General - Con,27-08-1969,MA,Foreman,Female,26583,White,Divorced,Fully Meets,1,2865,23-10-2022,2,2,3,22-Mar-23,Customer Service,External,Passed,Maryville,Tracy Gonzalez,4,653.99
2866,16-Nov-21,,Production Technician II,Danielle Rangel,jadon.mata@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,07-09-1951,MA,Driller,Female,49151,Hispanic,Single,Fully Meets,2,2866,09-07-2023,3,3,2,11-Apr-23,Project Management,External,Passed,Millerport,Gabriella Salazar,5,792.46
2867,25-Feb-19,,Production Technician II,Matthew Payne,gillian.hawkins@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Technology / It,15-06-1994,MA,Manager,Female,75033,White,Single,Fully Meets,2,2867,07-03-2023,3,1,3,21-Feb-23,Leadership Development,External,Incomplete,Davidstad,Lisa Snyder,4,317.26
2868,01-Jul-22,,Production Technician I,Christopher Clark,lisa.griffin@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Executive,25-05-1946,MA,Vp,Male,64530,Black,Married,Fully Meets,5,2868,13-02-2023,3,4,1,17-Jun-23,Leadership Development,External,Failed,Rodriguezberg,Jacob Richards,5,866.79
2869,17-Dec-22,,Production Technician I,Emily Williamson,nelson.carpenter@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Aerial,22-03-1943,MA,Lineman,Male,53404,Black,Widowed,Fully Meets,2,2869,24-03-2023,2,5,4,04-May-23,Leadership Development,Internal,Completed,Lake David,Ian Simon,2,422.63
2870,26-Jul-23,31-Jul-23,Production Technician I,David Mccormick,sanai.sweeney@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Professor anyone example never.,Production       ,Sales & Marketing,08-09-1950,MA,Vp,Male,32806,Black,Married,Fully Meets,4,2870,28-11-2022,5,3,2,24-Feb-23,Project Management,Internal,Passed,Margaretfort,Robert Ortiz,5,413.42
2871,11-Mar-22,02-Aug-22,Production Technician I,Christina Smith,tania.taylor@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Resignation,Nothing it prepare imagine big.,Production       ,Catv,27-04-1953,MA,Project Manager,Male,46150,Hispanic,Divorced,Fully Meets,5,2871,31-05-2023,2,5,2,16-Oct-22,Communication Skills,External,Incomplete,Richardfurt,Trevor Holmes,5,900.02
2872,29-Jun-20,20-May-21,Production Technician I,Steven Myers,greta.horne@bilearner.com,PL,Active,Contract,Zone B,Full-Time,Voluntary,Certain nation hot sense enjoy.,Production       ,Wireline Construction,03-12-1967,MA,Operator,Male,97145,Hispanic,Married,Fully Meets,2,2872,08-06-2023,3,5,1,20-Mar-23,Communication Skills,Internal,Passed,Morenoland,Matthew Shaffer,3,573.84
2873,28-Mar-22,,Production Technician I,Scott Brown,jordyn.snyder@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,12-09-1998,MA,Supervisor,Male,92640,Hispanic,Divorced,Fully Meets,4,2873,15-12-2022,4,2,3,05-Jun-23,Project Management,Internal,Failed,Phamborough,Courtney Gray,2,801.16
2874,14-Feb-22,,Production Technician I,Tracy Scott,alex.collins@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,12-12-1953,MA,Engineer,Male,26011,White,Divorced,Fully Meets,1,2874,14-03-2023,3,5,1,27-Sep-22,Project Management,Internal,Passed,Port Tylerfort,Ryan Powers,5,107.25
2875,25-Dec-20,13-Sep-21,Production Technician I,Wanda Murray,harley.walker@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Involuntary,Keep many else little argue full the.,Production       ,General - Con,03-06-1981,MA,Administrative,Female,60773,Black,Divorced,Fully Meets,4,2875,12-06-2023,3,5,4,17-Sep-22,Project Management,External,Incomplete,East Andrew,Maurice Green,1,892.56
2876,27-Apr-23,,Production Technician I,Kim Berry,luka.novak@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,09-04-1957,MA,Warehouse Technician,Female,91201,Asian,Divorced,Fully Meets,4,2876,21-12-2022,3,3,2,05-Jul-23,Project Management,External,Failed,Joshuaberg,Alejandro Newman,1,429.89
2877,11-Nov-22,07-Dec-22,Production Technician I,Emily Jennings,skylar.riggs@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Resignation,Food fire property exist southern audience.,Production       ,Project Management - Con,28-12-1944,MA,Manager,Female,51590,Asian,Widowed,Fully Meets,2,2877,02-03-2023,2,4,1,10-Dec-22,Customer Service,Internal,Failed,Ponceville,Theresa Mcclure,4,664.5
2878,04-May-21,12-Oct-21,Production Technician I,Michael Hopkins,shania.barrera@bilearner.com,TNS,Active,Part-Time,Zone A,Part-Time,Resignation,Back worker why young worry human.,Production       ,General - Sga,11-08-1957,MA,Contracts,Male,26501,Black,Married,Fully Meets,2,2878,09-12-2022,2,3,3,01-Dec-22,Project Management,Internal,Incomplete,West Luishaven,Roy Stone,5,925.8
2879,20-Dec-18,,Production Technician I,Cory Freeman,trystan.fernandez@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Executive,15-11-1962,MA,Vp,Male,97759,Black,Married,Fully Meets,2,2879,07-01-2023,1,5,2,15-Jun-23,Customer Service,External,Failed,Georgeburgh,Jessica Golden,3,118.94
2880,11-Jun-21,03-Dec-22,Production Technician I,Rodney Grant,aimee.berg@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Retirement,Produce seek result he political alone form.,Production       ,General - Con,21-08-2000,MA,Safety Manager,Female,89647,Black,Single,Fully Meets,4,2880,13-01-2023,1,1,2,15-Feb-23,Project Management,Internal,Failed,New Matthew,Ryan Gray,4,932.34
2881,07-Jun-23,,Production Technician I,Marcus Lloyd,kyson.scott@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,22-04-1956,MA,Laborer,Male,19510,Asian,Divorced,Fully Meets,4,2881,20-10-2022,5,4,1,18-May-23,Leadership Development,External,Incomplete,Mooneyborough,Alexandra Andrews,1,624.59
2882,21-May-19,05-Jan-20,Production Technician I,Peter Norton,lamar.kirk@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Retirement,Since step style stage sound it.,Production       ,Shop (Fleet),29-11-1978,MA,Welder,Male,85827,Asian,Widowed,Fully Meets,4,2882,10-01-2023,3,2,5,21-Apr-23,Leadership Development,Internal,Failed,North Russellmouth,Kevin Vasquez,4,835.35
2883,01-Mar-19,,Production Technician II,Ashley Pearson,slade.lynn@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,02-07-1960,MA,Operator,Male,74091,Hispanic,Married,Fully Meets,4,2883,14-06-2023,4,3,4,11-May-23,Customer Service,External,Completed,East Michelle,Troy Turner,4,597.63
2884,26-Feb-22,,Production Technician II,Larry Lewis,riley.leon@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,14-09-1979,MA,Technician,Male,76359,Other,Married,Fully Meets,2,2884,08-08-2022,3,2,4,01-May-23,Technical Skills,External,Passed,Emilyfort,Brooke White,4,974.28
2885,14-Apr-22,10-Oct-22,Production Technician II,Kelli Blair,humberto.yoder@bilearner.com,EW,Leave of Absence,Full-Time,Zone B,Part-Time,Voluntary,Partner fact hand bag management woman.,Production       ,Field Operations,27-01-1977,MA,Groundman,Male,61247,Asian,Single,Fully Meets,1,2885,20-01-2023,1,5,5,29-Dec-22,Communication Skills,External,Passed,Lake Joshua,Michael Johnson,1,176.13
2886,06-Aug-20,,Production Technician II,Terry Bautista,michelle.pearson@bilearner.com,MSC,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Operations,30-10-1983,MA,Supervisor,Male,93231,Asian,Married,Fully Meets,2,2886,17-02-2023,5,5,1,09-Jul-23,Technical Skills,External,Incomplete,West Kennethburgh,Christopher Mueller,4,263.04
2887,28-Jan-20,15-Feb-22,Production Technician II,Dylan Allen,natalya.reyes@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Kind thank nothing say cold stop bill science.,Production       ,Shop (Fleet),27-04-1987,MA,Shop,Female,22862,Black,Married,Fully Meets,5,2887,24-06-2023,5,1,1,15-Apr-23,Communication Skills,Internal,Completed,Vanessamouth,Melissa Shah,5,411.52
2888,17-Apr-21,18-Mar-22,Production Technician II,Thomas Reed,celia.mcpherson@bilearner.com,PYZ,Future Start,Contract,Zone A,Temporary,Retirement,Stock usually public summer expert.,Production       ,Wireless,26-04-1983,MA,Foreman,Female,74469,White,Widowed,Fully Meets,5,2888,01-06-2023,5,2,5,17-Mar-23,Customer Service,External,Completed,North Steven,Matthew Cox,4,119.5
2889,29-Sep-19,28-Jun-23,Production Technician II,Brian Castillo,matias.barton@bilearner.com,WBL,Future Start,Part-Time,Zone A,Temporary,Resignation,Such minute might federal college.,Production       ,Fielders,25-10-1988,MA,Engineer,Female,53693,Hispanic,Single,Fully Meets,1,2889,10-06-2023,2,2,1,13-Oct-22,Customer Service,Internal,Passed,Brownhaven,Robert Yates,2,817.04
2890,07-Oct-22,,Production Technician I,Christopher Ball,caitlyn.vaughan@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Sga,20-07-1988,MA,Director,Male,89622,Black,Single,Fully Meets,2,2890,17-01-2023,3,5,5,10-Oct-22,Technical Skills,Internal,Completed,Jeffport,John Williams DDS,5,838.84
2891,11-Aug-21,07-Nov-21,Production Technician I,Andrew Bass,addyson.pollard@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Resignation,House gun series live environmental.,Production       ,Wireline Construction,16-08-1995,MA,Laborer,Male,7700,Black,Widowed,Fully Meets,1,2891,27-05-2023,5,2,3,31-Dec-22,Technical Skills,External,Incomplete,Mcguireside,Anthony Obrien,4,767.51
2892,10-Apr-21,01-Nov-22,Production Technician I,Gregory Lee,laila.wiggins@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Resignation,Sure truth clear father experience can.,Production       ,Catv,06-12-1960,MA,Lineman,Male,26250,Hispanic,Divorced,Fully Meets,2,2892,05-02-2023,2,1,5,10-Aug-22,Technical Skills,External,Passed,Port Jasmine,Steven Terrell,5,990.52
2893,24-Feb-22,,Production Technician I,Tasha Porter,terrance.wiggins@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,25-01-1945,MA,Foreman,Male,73855,White,Divorced,Fully Meets,2,2893,14-10-2022,3,1,1,05-Jun-23,Leadership Development,Internal,Completed,South Nicholasbury,Dustin Smith,5,205.24
2894,01-Jul-22,,Production Technician I,Michael Jenkins,aliza.pace@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,22-07-1949,MA,Foreman,Male,34327,White,Single,Fully Meets,4,2894,20-01-2023,1,4,4,30-Jun-23,Customer Service,Internal,Completed,Christophermouth,Julie Williams,5,203.06
